,0,1,2,3,4
0,0.0,1.494766076692855e-06,-0.001494768310911887,0.4319880418535126,0.3243647234678625
1,0.0,0.111165829130639,0.0,0.273542600896861,0.1449925261584455
2,0.0,0.10153554370689821,0.0,0.42002989536621826,0.15991383884994903
3,0.0015264542540268655,0.2217360994254669,0.0,0.39760837070254107,0.2325989565144405
4,0.0,0.14825240724408295,0.24364723467862492,0.39910313901345296,0.05618891777326407
5,0.0,0.04275396508547158,0.3393124065769806,0.4394618834080718,0.023630241445924516
6,0.0,0.2728611255264969,0.3601454323652793,0.44394037007861065,0.014772433362586268
7,0.0,0.3882569380982156,0.598317730675036,0.4379671150971599,0.005875054191021523
8,0.0,0.346642795347496,0.5887207413833992,0.44245142002989535,0.008844159804818452
9,0.0,0.36751838853901264,0.6772910459522541,0.4379671150971599,0.1052391390545161
10,0.0,0.34217640485888334,0.6623629193452542,0.4379671150971599,0.3704917640585188
11,0.0,0.3421526926681566,0.6353940819808155,0.43945601822440594,0.33613099547307435
12,0.0,0.3421685009852454,0.642903762564011,0.4364664503216027,0.5121644634258027
13,0.0015264542540268655,0.3378298838424485,0.6279739581770725,0.4364664503216027,0.4809080369497737
14,0.0015264542540268655,0.3348428247108143,0.6341050118615957,0.4379553533257796,0.4719655595893597
15,0.0015264542540268655,0.3348428247108143,0.616769909252312,0.4379553533257796,0.43766114896595454
16,0.0015264542540268655,0.3288852588971498,0.6137840184425616,0.48859660141039674,0.43319813837742127
17,0.0015264542540268655,0.31542221635059997,0.6310206628428807,0.5064785901439288,0.4287115801060024
18,0.0015264542540268655,0.3109597924773022,0.6100914335588304,0.5020076717737051,0.41376252297467664
19,0.0015264542540268655,0.3229204198794168,0.6160900268886946,0.59444251559376,0.40030926694163715
20,0.0015264542540268655,0.3229204198794168,0.6160900268886946,0.59444251559376,0.3928826708377321
21,0.0015264542540268655,0.3229204198794168,0.6145944243660303,0.5735582152887609,0.382453915810376
22,0.024524512413492516,0.3242512704076117,0.6145944243660303,0.5645804935053664,0.37646631348043946
23,0.021473144201888172,0.32429185786704473,0.6280989256857676,0.5705476490102395,0.37497757096546536
24,0.021473144201888172,0.3153399877481893,0.631102000296918,0.5660722355060646,0.4181272072648837
25,0.021473144201888172,0.3153399877481893,0.6221203546670386,0.5660722355060646,0.4181272072648837
26,0.003052866941596233,0.3153399877481893,0.6295907502661848,0.5660722355060646,0.4181272072648837
27,0.003052866941596233,0.3153399877481893,0.6355892806262465,0.5660722355060646,0.5373080914183379
28,0.05968007957948651,0.3153399877481893,0.6415539461311073,0.5615971032491192,0.5268958227596047
29,0.1572575529659097,0.3123453527758425,0.6415539461311073,0.560105454991606,0.6205730396898597
30,0.3172209536298072,0.346642795347496,0.6279075350224531,0.5615925114614381,0.6190893235536267
31,0.36173703867060647,0.3466506458395914,0.627907535022453,0.6152890421745001,0.6086410848888975
32,0.46786042309606024,0.346642795347496,0.627907535022453,0.6167739250583447,0.6086410848888975
33,0.4693700234649687,0.346642795347496,0.6249067893371503,0.6346993680598494,0.6101446363399179
34,0.45679978332179716,0.346642795347496,0.6249067893371503,0.6571024709585258,0.628212104994101
35,0.5308856187874296,0.346642795347496,0.674603638741061,0.6571024709585258,0.628212104994101
36,0.5505597710410178,0.3451486933012916,0.671611487899858,0.6526212868285073,0.5452102989604377
37,0.5490383242264129,0.3451486933012916,0.671611487899858,0.6346534223541197,0.5452102989604377
38,0.5475092715500589,0.3451486933012916,0.6701085342922178,0.6062125583756193,0.5452102989604377
39,0.5459950600654548,0.3451486933012916,0.6671130151313629,0.6062125583756193,0.5392355211891626
40,0.55525572044817,0.34217640485888334,0.6761269582323729,0.6002401553523651,0.5136237880000181
