,0,1,2,3,4
0,0.0,0.03177004538577899,0.0,0.0,0.0
1,-0.009771986970684265,-0.04404567699836859,-0.03125,-0.037277147487844386,-0.07594936708860756
2,0.0,0.0,-0.07843137254901955,0.0,-0.06745737583395117
3,0.0,-0.01889893179950719,0.003558718861209842,0.0,-0.09672505712109669
4,0.0,0.0,0.0,0.0,0.0
5,0.0,0.04211395540875307,0.0,0.0,0.0
6,0.0,0.04211395540875307,0.0,0.0,0.0
7,0.0,-0.03181427343078247,0.0,0.0,0.0
8,0.0,-0.06620808254514188,0.0,0.0,0.0
9,0.029288702928870314,0.0,0.0,0.0,0.0
10,0.030100334448160626,0.0,-0.11888111888111896,0.0,0.0
11,-0.010101010101009944,0.0,-0.11888111888111896,0.0,0.0
12,-0.008403361344537785,0.04211395540875307,0.0,0.0,0.0
13,-0.004184100418409997,0.04211395540875307,0.0,0.0,0.0
14,-0.004184100418409997,0.04211395540875307,-0.082024432809773,0.0,0.05644481887110364
15,0.00990099009900991,0.04211395540875307,0.0,0.0,0.0
16,-0.02904564315352709,0.025210084033613467,0.0,0.0,0.015280135823429464
17,-0.008403361344537785,0.025210084033613467,0.0,0.0,0.015280135823429464
18,-0.008403361344537785,0.1276252019386107,0.0,0.0,0.0017211703958690538
19,-0.008403361344537785,0.06976744186046502,0.0,0.0,0.014443500424808908
20,0.0057995028997515075,0.06976744186046502,0.0,0.0,0.0042918454935622075
21,0.0057995028997515075,-0.0008340283569641116,0.0,0.0,0.010238907849829393
22,-0.008403361344537785,0.08733280881195926,0.0,0.0016638935108154174,0.04761904761904756
23,-0.008403361344537785,0.03536977491961402,0.0,0.0,0.042735042735042694
24,-0.05523495465787298,0.03769045709703289,0.0,0.0,0.006849315068493289
25,-0.029045643153526868,0.011532125205930832,0.0,0.0,0.006849315068493289
26,-0.008403361344537785,0.03769045709703278,0.0,0.0,0.006849315068493289
27,-0.006711409395973034,-0.08658743633276722,0.0,0.0,0.006849315068493289
28,-0.006711409395973034,-0.0846343467543138,0.0,0.0,0.007698887938408783
29,-0.006711409395973034,0.002579535683576939,-0.03202846975088969,0.0,0.007698887938408783
30,0.04290429042904287,-0.08658743633276722,0.033333333333333326,-0.06312292358803973,0.007698887938408783
31,-0.007556675062972307,-0.058020477815699634,-0.10726643598615926,-0.17936117936117935,0.007698887938408783
32,-0.006711409395973034,0.005145797598627766,-0.04729729729729715,-0.180327868852459,0.007698887938408783
33,-0.005025125628140836,0.005145797598627988,-0.04729729729729715,-0.180327868852459,0.007698887938408783
34,-0.029900332225913706,0.06896551724137934,-0.04026845637583887,-0.180327868852459,0.007698887938408783
35,-0.005025125628140836,0.034482758620689724,-0.04026845637583887,-0.09271523178807928,0.007698887938408783
36,-0.0016694490818029983,-0.034482758620689724,-0.07202680067001666,-0.09271523178807928,0.04355251921434666
37,-0.004184100418409997,-0.10344827586206895,-0.06844741235392315,-0.09271523178807928,0.041916167664670545
38,-0.004184100418409997,-0.10344827586206895,0.08646003262642732,-0.09271523178807928,0.041916167664670545
39,-0.035923141186299246,-0.034482758620689724,0.08646003262642732,-0.09271523178807928,0.041916167664670545
40,-0.035923141186299246,0.0,0.033816425120772875,-0.09271523178807928,0.041916167664670545
41,-0.004184100418409997,1.1102230246251565e-16,0.12195121951219512,0.0008326394671106518,0.041916167664670545
42,0.030910609857978222,1.1102230246251565e-16,0.12195121951219512,0.0008326394671106518,0.041916167664670545
43,0.0,1.1102230246251565e-16,0.0690208667736757,0.0008326394671106518,0.007698887938408783
44,-0.0025062656641605674,1.1102230246251565e-16,0.0690208667736757,0.0,0.007698887938408783
45,-0.0025062656641605674,-0.07023411371237454,0.0690208667736757,0.0,0.005998286203941605
46,0.0,0.0,0.009584664536741117,0.0,0.0008613264427218548
47,0.0,0.0,0.040000000000000036,0.013157894736842146,0.0008613264427218548
48,0.0,-0.034482758620689724,0.009584664536741117,0.07284768211920511,0.0
49,0.0,0.06896551724137934,0.009584664536741117,-0.049180327868852514,0.0
