time,dataset,classifier,method,run,fold,query,kappa
2025-03-28 16:58:22.744071,saheart,SVC,f1_sampling,0,0,0,0.09410034920051458
2025-03-28 16:58:22.757423,saheart,SVC,f1_sampling,0,0,1,0.10710475784083628
2025-03-28 16:58:22.769891,saheart,SVC,f1_sampling,0,0,2,0.11140475706444397
2025-03-28 16:58:22.782795,saheart,SVC,f1_sampling,0,0,3,0.13480159483576992
2025-03-28 16:58:22.795483,saheart,SVC,f1_sampling,0,0,4,0.16477938305349482
2025-03-28 16:58:22.808433,saheart,SVC,f1_sampling,0,0,5,0.1729991915925626
2025-03-28 16:58:22.821333,saheart,SVC,f1_sampling,0,0,6,0.15276804484933426
2025-03-28 16:58:22.834138,saheart,SVC,f1_sampling,0,0,7,0.15510746731664093
2025-03-28 16:58:22.847050,saheart,SVC,f1_sampling,0,0,8,0.1531456953642384
2025-03-28 16:58:22.859822,saheart,SVC,f1_sampling,0,0,9,0.14002642007926036
2025-03-28 16:58:22.872708,saheart,SVC,f1_sampling,0,0,10,0.1572181243414119
2025-03-28 16:58:22.885784,saheart,SVC,f1_sampling,0,0,11,0.196321737203634
2025-03-28 16:58:22.898968,saheart,SVC,f1_sampling,0,0,12,0.055609284332688635
2025-03-28 16:58:22.912327,saheart,SVC,f1_sampling,0,0,13,0.11748757342973348
2025-03-28 16:58:22.925719,saheart,SVC,f1_sampling,0,0,14,0.055609284332688635
2025-03-28 16:58:22.939085,saheart,SVC,f1_sampling,0,0,15,0.09373549883990717
2025-03-28 16:58:22.952707,saheart,SVC,f1_sampling,0,0,16,0.12917166866746688
2025-03-28 16:58:22.966336,saheart,SVC,f1_sampling,0,0,17,0.014134275618374548
2025-03-28 16:58:22.979960,saheart,SVC,f1_sampling,0,0,18,0.0715850986121257
2025-03-28 16:58:22.993549,saheart,SVC,f1_sampling,0,0,19,0.11199999999999999
2025-03-28 16:58:23.006989,saheart,SVC,f1_sampling,0,0,20,0.05828599654235611
2025-03-28 16:58:23.020339,saheart,SVC,f1_sampling,0,0,21,0.1251175917215428
2025-03-28 16:58:23.033697,saheart,SVC,f1_sampling,0,0,22,0.15276804484933426
2025-03-28 16:58:23.046882,saheart,SVC,f1_sampling,0,0,23,0.19052224371373316
2025-03-28 16:58:23.060412,saheart,SVC,f1_sampling,0,0,24,0.0912052117263844
2025-03-28 16:58:23.073865,saheart,SVC,f1_sampling,0,0,25,0.0912052117263844
2025-03-28 16:58:23.087355,saheart,SVC,f1_sampling,0,0,26,0.0912052117263844
2025-03-28 16:58:23.100902,saheart,SVC,f1_sampling,0,0,27,0.12917166866746688
